make,model,city,price,year,km,type,cc,mode
Toyota,Corolla,Rawalpindi,32.5,2019,"10,000",Petrol,1300,Manual
Toyota,Passo,Faisalabad,18.6,2014,"129,000",Petrol,1000,Automatic
Toyota,Prado,Islamabad,65,2006,"136,000",Diesel,3000,Automatic
Toyota,Yaris,Lahore,31.5,2021,"3,000",Petrol,1500,Automatic
Toyota,Corolla,Lahore,25.35,2016,"85,612",Petrol,1300,Manual
Toyota,Corolla,Karachi,44.25,2021,1,Petrol,1800,Automatic
Toyota,Surf,Karachi,32,1997,"120,000",Diesel,3000,Automatic
Toyota,Corolla,Lahore,27.9,2015,"81,000",Petrol,1800,Automatic
Toyota,Corolla,Hyderabad,29,2018,"23,161",Petrol,1300,Manual
Toyota,C,Lahore,59,2017,"36,308",Hybrid,1800,Automatic
Toyota,Corolla,Lahore,42.9,2020,"2,185",Petrol,1800,Automatic
Toyota,Vitz,Karachi,30,2017,"31,500",Hybrid,1500,Automatic
Toyota,Vitz,Lahore,27.4,2018,"51,476",Petrol,1000,Automatic
Toyota,Passo,Lahore,12.8,2006,"90,727",Petrol,1000,Automatic
Toyota,Prado,Karachi,1.85,2016,"43,000",Petrol,2700,Automatic
Toyota,Aqua,Lahore,29,2015,"65,476",Hybrid,1500,Automatic
Toyota,Corolla,Lahore,15,2013,"232,467",Petrol,1300,Manual
Toyota,Corolla,Karachi,39.5,2019,"17,000",Petrol,1800,Automatic
Toyota,Corolla,Lahore,33,2016,"71,605",Petrol,1800,Automatic
Toyota,Hilux,Lahore,46,2014,"62,033",Diesel,2500,Automatic
Toyota,Corolla,Lahore,31.5,2019,"41,837",Petrol,1300,Manual
Toyota,Aqua,Lahore,32.5,2018,"15,080",Hybrid,1500,Automatic
Toyota,Vitz,Mardan,20,2014,122,Petrol,1000,Automatic
Toyota,Belta,Islamabad,17.5,2010,"61,800",Petrol,1000,Automatic
Toyota,Prius,Islamabad,46,2016,"98,000",Hybrid,1800,Automatic
Toyota,Prius,Karachi,,2018,"96,000",Petrol,1800,Automatic
Toyota,Surf,Islamabad,79,2008,"135,000",Petrol,4000,Automatic
Toyota,Vitz,Islamabad,12.4,2005,"89,000",Petrol,1000,Automatic
Toyota,Corolla,Rawalpindi,17.5,2009,"90,000",Petrol,1300,Manual
Toyota,Prius,Islamabad,33.2,2015,"73,000",Petrol,1800,Automatic
Toyota,Fortuner,Lahore,1.07,2021,10,Diesel,2800,Automatic
Toyota,Corolla,Hayatabad,17,2012,"200,000",Petrol,1300,Manual
Toyota,Hilux,Islamabad,83.25,2021,"15,000",Diesel,2800,Automatic
Toyota,Aqua,Islamabad,36.6,2018,"26,300",Hybrid,1500,Automatic
Toyota,Corolla,Rawalpindi,23.6,2013,"120,000",Petrol,1600,Automatic
Toyota,Corolla,Rawalpindi,13.8,2005,"200,000",Petrol,1600,Automatic
Toyota,Corolla,Lahore,27.25,2015,"130,000",Petrol,1800,Automatic
Toyota,Corolla,Chakwal,33.5,2020,"36,900",Petrol,1300,Manual
Toyota,Vitz,Islamabad,26.1,2018,"38,000",Petrol,1000,Automatic
Toyota,Corolla,Khushab,13,2002,"300,000",Diesel,2000,Manual
Toyota,Vitz,Karachi,20.75,2014,"90,000",Petrol,1000,Automatic
Toyota,Corolla,Karachi,36.75,2018,"21,770",Petrol,1800,Automatic
Toyota,Vitz,Islamabad,27.1,2018,"45,000",Petrol,1000,Automatic
Toyota,Corolla,Karachi,12.65,2005,"175,000",Petrol,1600,Automatic
Toyota,Prius,Faisalabad,33.25,2014,"103,000",Petrol,1800,Automatic
Toyota,Prado,Islamabad,23.99,1997,"154,000",Petrol,3400,Automatic
Toyota,Yaris,Karachi,30,2020,"6,000",Petrol,1500,Automatic
Toyota,Vitz,Lahore,18,2013,"56,286",Petrol,1000,Automatic
Toyota,Prado,Lahore,70,2006,"68,909",Petrol,2700,Automatic
Toyota,Corolla,Lahore,33.5,2019,"40,515",Petrol,1600,Automatic
Toyota,Corolla,Islamabad,,2021,5,Petrol,1600,Automatic
Toyota,Wish,Karachi,20.5,2007,"99,000",Petrol,1800,Automatic
Toyota,Hilux,Karachi,72.5,2020,"13,500",Diesel,2800,Automatic
Toyota,Corolla,Lahore,33.25,2019,"10,098",Petrol,1300,Automatic
Toyota,Corolla,Lahore,33.5,2018,"4,949",Petrol,1300,Automatic
Toyota,Land,Lahore,3.35,2016,"54,685",Petrol,4600,Automatic
Toyota,Aqua,Lahore,32.95,2017,"16,707",Hybrid,1500,Automatic
Toyota,Sienta,Karachi,34.5,2016,"72,000",Hybrid,1500,Automatic
Toyota,Corolla,Faisalabad,27.5,2014,"145,000",Petrol,1600,Automatic
Toyota,Corolla,Faisalabad,28.9,2016,"85,000",Petrol,1600,Automatic
Toyota,Prado,Islamabad,49.5,1998,"112,300",Petrol,3400,Automatic
Toyota,Corolla,Peshawar,38.5,2018,"60,000",Petrol,1800,Automatic
Toyota,Corolla,Karachi,28.75,2019,"33,950",Petrol,1300,Automatic
Toyota,Corolla,Islamabad,30.2,2019,"89,000",Petrol,1300,Manual
Toyota,Rav,Karachi,26,2001,"100,000",Petrol,2000,Automatic
Toyota,Corolla,Islamabad,17.1,2012,"100,000",Petrol,1300,Manual
Toyota,Corolla,Mansehra,23,2014,"109,000",Petrol,1300,Manual
Toyota,Corolla,Abbottabad,18,2013,"200,000",Petrol,1300,Manual
Toyota,Belta,Karachi,,2009,"63,000",Petrol,1500,Automatic
Toyota,Prado,Islamabad,67,2003,"200,000",Petrol,3400,Automatic
Toyota,Surf,Rawalpindi,20.5,1994,"150,000",Petrol,2400,Manual
Toyota,Corolla,Islamabad,30.5,2019,"82,000",Petrol,1300,Manual
Toyota,Surf,Lahore,52,2003,"185,000",Petrol,2700,Automatic
Toyota,Prado,Lahore,29.5,1996,"178,000",Diesel,3000,Automatic
Toyota,Corolla,Islamabad,32,2018,"49,000",Petrol,1300,Automatic
Toyota,Corolla,Lahore,18,2010,"125,000",Petrol,1300,Manual
Toyota,Corolla,Bahawalpur,26,2015,"120,000",Petrol,1600,Automatic
Toyota,Corolla,Islamabad,32.25,2015,"129,000",Petrol,1800,Automatic
Toyota,Hilux,Karachi,63.75,2018,"73,000",Diesel,3000,Automatic
Toyota,Vitz,Lahore,26,2018,"41,000",Petrol,1000,Automatic
Toyota,Corolla,Multan,21.3,2015,"140,000",Petrol,1300,Manual
Toyota,Corolla,Faisalabad,29,2016,"93,000",Petrol,1600,Automatic
Toyota,Corolla,Karachi,30,2017,"43,000",Petrol,10000,Automatic
Toyota,Aqua,Karachi,36.5,2018,"62,000",Hybrid,1500,Automatic
Toyota,Prius,Rawalpindi,,2018,"72,000",Hybrid,1500,Automatic
Toyota,C,Lahore,53,2016,"25,158",Hybrid,1800,Automatic
Toyota,Fortuner,Lahore,59.5,2015,"72,569",Petrol,2700,Automatic
Toyota,Aqua,Lahore,33.5,2016,"36,809",Hybrid,1500,Automatic
Toyota,C,Lahore,62.5,2019,"5,223",Hybrid,1800,Automatic
Toyota,Noah,Lahore,43.99,2015,"64,000",Hybrid,1800,Automatic
Toyota,Aqua,Lahore,31.99,2017,"22,836",Hybrid,1500,Automatic
Toyota,Prius,Lahore,22.25,2011,"150,000",Petrol,1800,Automatic
Toyota,Aqua,Lahore,37.75,2017,"17,000",Hybrid,1500,Automatic
Toyota,Fortuner,Islamabad,90,2018,"51,599",Diesel,2800,Automatic
Toyota,Mark,Sargodha,25.75,2005,"105,000",Petrol,2500,Automatic
Toyota,Aqua,Karachi,21.65,2013,"82,000",Hybrid,1500,Automatic
Toyota,Corolla,Islamabad,21.8,2013,"130,000",Petrol,1300,Manual
Toyota,Corolla,Peshawar,10.8,1993,"100,000",Petrol,1500,Automatic
Toyota,Corolla,Mardan,26.5,2018,"92,500",Petrol,1300,Manual
Toyota,Hilux,Charsadda,17.5,2003,"105,000",Diesel,2400,Manual
Toyota,Corolla,Islamabad,40.25,2019,"20,100",Petrol,1800,Automatic
Toyota,Belta,Faisalabad,14.3,2007,"125,000",Petrol,1000,Automatic
Toyota,Corolla,Lahore,36.25,2021,"9,300",Petrol,1600,Automatic
Toyota,Probox,Hyderabad,16.99,2011,"125,000",Petrol,1300,Automatic
Toyota,Corolla,Islamabad,37.15,2021,50,Petrol,1600,Automatic
Toyota,Land,Lahore,1.85,2009,"120,000",Petrol,4600,Automatic
Toyota,Corolla,Jhelum,33,2019,"48,000",Petrol,1300,Manual
Toyota,Corolla,Lahore,13.25,2005,"161,634",Petrol,1600,Automatic
Toyota,Yaris,Lahore,30.3,2021,"5,932",Petrol,1500,Automatic
Toyota,Vitz,Haripur,19.5,2013,"99,000",Petrol,1000,Automatic
Toyota,Corolla,Islamabad,36,2017,"77,000",Petrol,1800,Automatic
Toyota,Corolla,Karachi,29.8,2018,"29,800",Petrol,1300,Automatic
Toyota,Hilux,Rawalpindi,12.5,1992,"150,000",Diesel,2400,Manual
Toyota,Corolla,Lahore,34.95,2018,"30,500",Petrol,1800,Automatic
Toyota,Corolla,Islamabad,10.5,2002,"275,402",Diesel,2000,Manual
Toyota,Camry,Hafizabad,25.5,2008,"209,000",Petrol,2400,Automatic
Toyota,Corolla,Karachi,45.5,2021,37,Petrol,1800,Automatic
Toyota,Corolla,Islamabad,37.3,2021,1,Petrol,1600,Automatic
Toyota,Prius,Peshawar,47,2017,"30,000",Petrol,1800,Automatic
Toyota,Yaris,Sargodha,28,2021,"11,800",Petrol,1300,Automatic
Toyota,Passo,Rawalpindi,20.75,2015,"62,000",Petrol,1000,Automatic
Toyota,Vitz,Islamabad,14.5,2005,"150,000",Petrol,1300,Automatic
Toyota,Vitz,Lahore,24,2018,"69,000",Petrol,1000,Automatic
Toyota,Passo,Lahore,23.95,2018,"33,105",Petrol,1000,Automatic
Toyota,Land,Karachi,2.5,2013,"47,000",Petrol,4600,Automatic
Toyota,Land,Islamabad,1.73,2009,"43,000",Petrol,4600,Automatic
Toyota,Corolla,Islamabad,23,2010,"144,500",Petrol,1800,Automatic
Toyota,C,Lahore,51.99,2017,"33,500",Hybrid,1800,Automatic
Toyota,Vitz,Lahore,27.35,2019,"5,500",Petrol,1000,Automatic
Toyota,Hilux,Islamabad,,2021,5,Diesel,2800,Automatic
Toyota,Hilux,Islamabad,,2021,5,Diesel,2800,Automatic
Toyota,Fortuner,Islamabad,,2021,5,Petrol,2700,Automatic
Toyota,Corolla,Karachi,27,2014,1,Petrol,1800,Automatic
Toyota,Corolla,Karachi,31.5,2019,"44,000",Petrol,1300,Automatic
Toyota,Corolla,Karachi,13.3,2003,"130,000",Petrol,1600,Automatic
Toyota,Aqua,Karachi,26,2015,"90,000",Hybrid,1500,Automatic
Toyota,Prius,Islamabad,41.5,2016,"65,000",Petrol,1800,Automatic
Toyota,Corolla,Karachi,16.5,2012,"175,000",Petrol,1300,Manual
Toyota,Fortuner,Lahore,1.07,2021,"4,500",Diesel,2800,Automatic
Toyota,Corolla,Peshawar,45,2018,"30,000",Petrol,1500,Automatic
Toyota,Corolla,Islamabad,33.85,2018,"35,000",Hybrid,1500,Automatic
Toyota,Prius,Peshawar,49,2018,"62,000",Hybrid,1800,Automatic
Toyota,Prado,Lahore,33,1997,"100,000",Diesel,2700,Automatic
Toyota,Vitz,Islamabad,21.5,2014,"77,000",Petrol,1000,Automatic
Toyota,Hilux,Islamabad,72.5,2019,"16,000",Diesel,2800,Automatic
Toyota,Corolla,Karachi,,2020,"8,000",Petrol,1800,Automatic
Toyota,Vitz,Karachi,15.5,2006,"90,000",Petrol,1000,Automatic
Toyota,Corolla,Islamabad,7.35,1993,"64,000",Petrol,1300,Manual
Toyota,Hilux,Rawalpindi,60,2017,"99,000",Diesel,3000,Automatic
Toyota,Corolla,Karachi,32.5,2018,"31,000",Petrol,1600,Automatic
Toyota,Vitz,Sukkur,21,2014,"123,000",Petrol,1000,Automatic
Toyota,Vitz,Islamabad,12.45,2005,"106,000",Petrol,1000,Automatic
Toyota,Corolla,Shakargarh,22.5,2015,"123,000",Petrol,1300,Manual
Toyota,Corolla,Islamabad,42,2016,"47,000",Petrol,1800,Automatic
Toyota,Land,Islamabad,8.6,1983,"70,000",Petrol,2000,Manual
Toyota,Vitz,Lahore,26.85,2018,"53,605",Petrol,1000,Automatic
Toyota,Vitz,Lahore,16.6,2016,"280,000",Petrol,1000,Automatic
Toyota,Fortuner,Islamabad,,2021,5,Diesel,2800,Automatic
Toyota,Land,Lahore,2.87,2016,"29,000",Petrol,4600,Automatic
Toyota,Fortuner,Islamabad,1.02,2021,50,Petrol,2700,Automatic
Toyota,Hilux,Islamabad,83,2021,41,Diesel,2800,Automatic
Toyota,Prado,Islamabad,1.8,2016,"27,301",Petrol,2700,Automatic
Toyota,Land,Islamabad,85,2006,"165,000",Petrol,4700,Automatic
Toyota,Prado,Lahore,1.95,2017,"45,160",Petrol,2700,Automatic
Toyota,Aqua,Lahore,33.5,2017,"44,000",Hybrid,1500,Automatic
Toyota,Land,Lahore,3.1,2017,"28,000",Petrol,4608,Automatic
Toyota,Land,Lahore,3.85,2017,"32,000",Petrol,4608,Automatic
Toyota,Prado,Lahore,1.98,2014,"36,000",Petrol,4000,Automatic
Toyota,Prado,Lahore,1.97,2017,"24,000",Petrol,2700,Automatic
Toyota,Vitz,Lahore,30.5,2017,"11,500",Petrol,1300,Automatic
Toyota,Corolla,Rawalpindi,28.75,2014,"72,500",Petrol,1800,Automatic
Toyota,Corolla,Lahore,43.9,2021,50,Petrol,1800,Automatic
Toyota,Corolla,Islamabad,30.75,2020,"10,000",Petrol,1300,Manual
Toyota,Passo,Lahore,23.95,2018,"78,470",Petrol,1000,Automatic
Toyota,Vitz,Chiniot,13.5,2011,"125,807",Petrol,1000,Automatic
Toyota,Corolla,Islamabad,38.5,2021,"8,000",Petrol,1600,Automatic
Toyota,Corolla,Lahore,22,2013,"119,000",Petrol,1300,Manual
Toyota,Corolla,Shakargarh,22.5,2015,"123,000",Petrol,1300,Manual
Toyota,Aqua,Lahore,34,2017,"55,000",Hybrid,1500,Automatic
Toyota,Corolla,Layyah,16.8,2010,"176,000",Petrol,1800,Manual
Toyota,Corolla,Wah cantt,26.5,2015,"64,000",Petrol,1300,Automatic
Toyota,Fortuner,Multan,87.5,2019,"18,400",Petrol,2700,Automatic
Toyota,Corolla,Karachi,11.7,2003,"100,000",Diesel,2000,Manual
Toyota,Corolla,Lahore,21.5,2016,"143,000",Petrol,1300,Manual
Toyota,Corolla,Lahore,26.75,2017,"90,000",Petrol,1300,Automatic
Toyota,Passo,Lahore,24.95,2018,"34,793",Petrol,1000,Automatic
Toyota,Rush,Lahore,22.9,2007,"120,000",Petrol,1500,Automatic
Toyota,Vitz,Karachi,27.5,2018,"12,000",Petrol,1000,Automatic
Toyota,Corolla,Islamabad,17.6,2011,"111,000",Petrol,1300,Manual
Toyota,Passo,Karachi,22.75,2016,"96,000",Petrol,1000,Automatic
Toyota,Corolla,Rawalpindi,45,2021,"3,000",Petrol,1800,Automatic
Toyota,Prius,Karachi,45,2018,"59,425",Petrol,1800,Automatic
Toyota,C,Karachi,54.5,2017,"25,000",Hybrid,1500,Automatic
Toyota,Corolla,Mian Wali,28.5,2016,"69,000",Petrol,1600,Automatic
Toyota,Prado,Lahore,1.99,2017,"26,000",Petrol,2700,Automatic
Toyota,Prado,Lahore,1.99,2018,"26,625",Petrol,2700,Automatic
Toyota,Prado,Karachi,,2014,"62,000",Petrol,4000,Automatic
Toyota,Prado,Karachi,,2017,"40,500",Petrol,2700,Automatic
Toyota,Corolla,Islamabad,28.25,2015,"102,000",Petrol,1800,Automatic
Toyota,Vitz,Karachi,23.5,2017,"67,000",Petrol,1000,Automatic
Toyota,Rav,Peshawar,20.5,2000,"118,801",Petrol,2000,Automatic
Toyota,Hilux,Lahore,83.7,2021,10,Petrol,2800,Automatic
Toyota,Corolla,Lahore,33.75,2017,"41,000",Petrol,1800,Automatic
Toyota,Corolla,Lahore,18.75,2012,"90,000",Petrol,1300,Manual
Toyota,Hilux,Lahore,53,2015,"78,000",Diesel,2500,Automatic
Toyota,Fortuner,Lahore,1.01,2021,10,Petrol,2700,Automatic
Toyota,Platz,Islamabad,12.3,2005,"270,000",Petrol,1000,Automatic
Toyota,Surf,Islamabad,31,2001,"131,000",Diesel,3000,Automatic
Toyota,Premio,Rawalpindi,29,2007,"116,000",Petrol,1800,Automatic
Toyota,Fortuner,Islamabad,95,2018,"64,000",Diesel,2700,Automatic
Toyota,Corolla,Wah cantt,16.2,2009,"186,000",Petrol,1300,Manual
Toyota,Corolla,Islamabad,32,2016,"75,000",Petrol,1600,Automatic
Toyota,Passo,Thatta,19,2015,"72,000",Petrol,1000,Automatic
Toyota,Camry,Peshawar,78,2014,"52,000",Petrol,2500,Automatic
Toyota,Corolla,Faisalabad,12.8,2008,"200,000",Petrol,1300,Manual
Toyota,Corolla,Swabi,7,1986,"500,000",Petrol,1500,Automatic
Toyota,Vitz,Lahore,25,2018,"52,000",Petrol,1000,Automatic
Toyota,Crown,Islamabad,1.46,2016,"68,000",Hybrid,2500,Automatic
Toyota,Aqua,Islamabad,33.5,2016,"41,000",Hybrid,1500,Automatic
Toyota,Crown,Islamabad,,2011,"58,596",Petrol,2500,Automatic
Toyota,Vitz,Islamabad,24.75,2017,"32,000",Petrol,1000,Automatic
Toyota,Prius,Peshawar,45.5,2017,"124,000",Hybrid,1800,Automatic
Toyota,Premio,Quetta,24,2006,"90,000",Petrol,1800,Automatic
Toyota,Prius,Karachi,30.5,2014,"95,000",Petrol,1800,Automatic
Toyota,Pixis,Karachi,12.3,2015,"93,000",Petrol,660,Automatic
Toyota,Aqua,Peshawar,34.8,2017,"94,000",Petrol,1500,Automatic
Toyota,Corolla,Karachi,30,2017,"60,000",Petrol,1600,Automatic
Toyota,Corona,Nowshera cantt,6.2,1990,"220,000",Petrol,1600,Manual
Toyota,Hilux,Lahore,82,2021,6,Diesel,2800,Automatic
Toyota,Corolla,Bahawalpur,36.9,2021,1,Petrol,1600,Automatic
Toyota,Corolla,Karachi,28.5,2017,"60,000",Petrol,1600,Automatic
Toyota,Vitz,Rawalpindi,26.5,2018,"53,000",Petrol,1500,Automatic
Toyota,Land,Lahore,1.6,2008,"110,000",Petrol,4600,Automatic
Toyota,Sienta,Karachi,35.5,2017,"43,000",Petrol,1500,Automatic
Toyota,Land,Karachi,3.24,2016,"27,000",Petrol,4608,Automatic
Toyota,Fortuner,Lahore,82.5,2018,"32,000",Petrol,2700,Automatic
Toyota,Vitz,Sialkot,22.5,2015,"52,000",Petrol,1000,Automatic
Toyota,Corolla,Karachi,31.75,2019,"22,500",Petrol,1300,Automatic
Toyota,Land,Islamabad,1.5,2007,"130,000",Petrol,4600,Automatic
Toyota,Aqua,Karachi,,2018,"30,000",Hybrid,1500,Automatic
Toyota,Prado,Karachi,2.18,2017,"4,000",Petrol,2700,Automatic
Toyota,Hilux,Lahore,16.5,1991,"100,000",Diesel,2400,Manual
Toyota,Crown,Karachi,8,1992,"200,000",Diesel,3000,Automatic
Toyota,Corolla,Islamabad,18.5,2011,"122,000",Petrol,1300,Manual
Toyota,Corolla,Lahore,26,2012,"122,000",Petrol,1600,Automatic
Toyota,Corolla,Islamabad,31.4,2019,"25,500",Petrol,1300,Automatic
Toyota,Corolla,Islamabad,24.5,2019,"60,000",Petrol,1300,Manual
Toyota,Vitz,Peshawar,21,2015,"50,000",Petrol,1000,Automatic
Toyota,Corolla,Karachi,36.5,2021,"3,500",Petrol,1600,Automatic
Toyota,Corolla,Karachi,39.5,2018,"60,000",Petrol,1500,Automatic
Toyota,Pixis,Karachi,11,2013,"116,000",Petrol,660,Automatic
Toyota,Prado,Islamabad,79,2007,"74,000",Petrol,2700,Automatic
Toyota,Corolla,Karachi,22,2014,"79,485",Petrol,1300,Manual
Toyota,Vitz,Lahore,17.5,2011,"165,000",Petrol,1000,Automatic
Toyota,Mark,Lahore,27.5,2005,"218,000",Petrol,2500,Automatic
Toyota,Corolla,Peshawar,18.75,2012,"82,000",Petrol,1300,Manual
Toyota,Corolla,Karachi,,2017,"8,000",Petrol,1500,Automatic
Toyota,Vitz,Karachi,,2018,"30,000",Petrol,1000,Automatic
Toyota,Avanza,Karachi,,2011,"44,000",Petrol,1500,Manual
Toyota,Vitz,Rawalpindi,21.25,2015,"57,200",Petrol,1000,Automatic
Toyota,Vitz,Karachi,26.75,2018,"58,000",Petrol,1000,Automatic
Toyota,Aqua,Peshawar,33,2014,"100,000",Hybrid,1500,Automatic
Toyota,Corolla,Jhelum,32.75,2019,"15,000",Petrol,1300,Manual
Toyota,Hilux,Karachi,,2017,"42,000",Diesel,3000,Automatic
Toyota,Corolla,Islamabad,24.25,2014,"165,000",Petrol,1300,Manual
Toyota,Vitz,Karachi,20,2015,"88,000",Petrol,1000,Automatic
Toyota,Corolla,Wah cantt,23.8,2013,"48,200",Petrol,1300,Manual
Toyota,Corolla,Karachi,28.75,2018,"52,000",Petrol,1300,Automatic
Toyota,Noah,Gujranwala,41,2015,"23,000",Hybrid,1800,Automatic
Toyota,Vitz,Gujranwala,34,2019,"20,000",Hybrid,1500,Automatic
Toyota,Vitz,Gujranwala,32,2017,"30,000",Hybrid,1500,Automatic
Suzuki,Cultus,Karachi,20.8,2020,"25,000",Petrol,1000,Automatic
Suzuki,Cultus,Karachi,19.7,2020,"15,000",Petrol,1000,Manual
Suzuki,Swift,Karachi,19.1,2019,"30,000",Petrol,1300,Manual
Suzuki,Every,Gujranwala,,2016,"30,000",Petrol,660,Automatic
Suzuki,Every,Gujranwala,,2016,"32,000",Petrol,660,Automatic
Suzuki,Every,Gujranwala,,2017,"30,000",Petrol,660,Automatic
Suzuki,Mehran,Karachi,8,2016,"220,000",Petrol,800,Manual
Suzuki,Alto,Karachi,15.25,2015,"91,000",Petrol,660,Automatic
Suzuki,Swift,Karachi,18.25,2018,"19,000",Petrol,1300,Manual
Suzuki,Cultus,Lahore,7.49,2007,"67,000",Petrol,1000,Manual
Suzuki,Alto,Lahore,9,2011,"106,000",Petrol,1000,Manual
Suzuki,Alto,Lahore,14.15,2019,"17,000",Petrol,660,Manual
Suzuki,Wagon,Lahore,13.99,2016,"57,000",Petrol,1000,Manual
Suzuki,Bolan,Chunian,8.85,2017,"92,400",Petrol,800,Manual
Suzuki,Wagon,Karachi,1.1,2015,"95,000",Petrol,1000,Manual
Suzuki,Cultus,Karachi,6,2005,"189,475",Petrol,1000,Manual
Suzuki,Every,Lahore,16,2016,"65,000",Petrol,660,Automatic
Suzuki,Alto,Islamabad,4.8,2005,1,Petrol,1000,Manual
Suzuki,FX,Karachi,2.5,1987,"38,522",Petrol,800,Manual
Suzuki,Mehran,Rawalpindi,6.5,2012,"77,000",Petrol,800,Manual
Suzuki,Mehran,Islamabad,6,2010,"47,000",Petrol,800,Manual
Suzuki,Mehran,Peshawar,8.15,2013,123,Petrol,800,Manual
Suzuki,Cultus,Lahore,13.95,2016,"100,000",Petrol,1000,Manual
Suzuki,Cultus,Karachi,9,2011,"181,000",CNG,1000,Manual
Suzuki,Wagon,Lahore,14.25,2015,"100,000",Petrol,1000,Manual
Suzuki,Wagon,Gujrat,15,2018,"60,000",Petrol,1000,Manual
Suzuki,Mehran,Rawalpindi,4.85,2006,"187,113",CNG,800,Manual
Suzuki,Cultus,Rawalpindi,6.55,2007,"24,554",Petrol,1000,Manual
Suzuki,Spacia,Lahore,13.3,2014,"86,000",Petrol,660,Automatic
Suzuki,Cultus,Karachi,10.4,2012,"51,000",Petrol,1000,Manual
Suzuki,Swift,Karachi,15.5,2015,"86,000",Petrol,1300,Automatic
Suzuki,Mehran,Islamabad,7.95,2013,"70,000",Petrol,800,Manual
Suzuki,Bolan,Karachi,9.2,2017,"45,000",Petrol,800,Manual
Suzuki,Alto,Karachi,14.8,2014,"10,000",Petrol,660,Automatic
Suzuki,Bolan,Rawalpindi,12.1,2020,"7,120",Petrol,800,Manual
Suzuki,Alto,Multan,13,2020,"35,000",Petrol,660,Manual
Suzuki,Cultus,Multan,6,2004,"100,000",Petrol,1000,Manual
Suzuki,Cultus,Lahore,11.25,2011,"45,000",Petrol,1000,Manual
Suzuki,Mehran,Lahore,5.6,2007,"70,000",Petrol,800,Manual
Suzuki,Vitara,Islamabad,37,2017,"62,000",Petrol,1600,Automatic
Suzuki,Cultus,Karachi,,2013,"58,000",Petrol,1000,Manual
Suzuki,Cultus,Lahore,16.7,2018,"44,000",Petrol,1000,Manual
Suzuki,Wagon,Faisalabad,18.5,2021,"4,700",Petrol,1000,Manual
Suzuki,Jimny,Lahore,18.75,2016,"76,763",Petrol,660,Manual
Suzuki,Alto,Karachi,,2012,"62,000",Petrol,1000,Manual
Suzuki,Swift,Lahore,22.5,2020,"16,000",Petrol,1300,Automatic
Suzuki,Cultus,Rawalpindi,13.5,2016,"49,000",Petrol,1000,Manual
Suzuki,Margalla,Rawalpindi,7.5,1993,"38,000",Petrol,1300,Manual
Suzuki,Every,Lahore,15.65,2016,"169,408",Petrol,660,Automatic
Suzuki,Cervo,Lahore,9.85,2009,"150,000",Petrol,660,Automatic
Suzuki,Khyber,Gujranwala,2.8,1995,"57,643",CNG,1000,Manual
Suzuki,Alto,Rawalpindi,13.2,2020,"30,000",Petrol,660,Manual
Suzuki,Cultus,Mansehra,20.3,2020,"7,916",Petrol,1000,Manual
Suzuki,Cultus,Larkana,1.1,2015,"93,000",Petrol,1000,Manual
Suzuki,Mehran,Islamabad,5.6,2005,"47,600",Petrol,800,Manual
Suzuki,Alto,Rawalpindi,7.65,2008,"90,000",Petrol,1000,Manual
Suzuki,Wagon,Islamabad,16,2013,"90,000",Petrol,660,Automatic
Suzuki,Mehran,Rawalpindi,6.65,2010,"55,000",Petrol,800,Manual
Suzuki,Swift,Rawalpindi,16.7,2016,"73,000",Petrol,1300,Automatic
Suzuki,Khyber,Karachi,1.15,1988,"160,000",Hybrid,1000,Manual
Suzuki,Cultus,Karachi,6.35,2005,"65,868",Petrol,1000,Manual
Suzuki,Mehran,Chunian,3.2,2005,"43,430",Petrol,800,Manual
Suzuki,Swift,Karachi,12.5,2011,"56,000",Petrol,1300,Manual
Suzuki,Swift,Quetta,11.5,2011,"100,000",Petrol,1300,Manual
Suzuki,Jimny,Karachi,22.85,2015,"95,324",Petrol,660,Automatic
Suzuki,Khyber,Bahawalpur,2,1993,"90,000",CNG,1000,Manual
Suzuki,Bolan,Rawalpindi,6.1,2008,"65,000",CNG,800,Manual
Suzuki,Cultus,Karachi,9.2,2011,"80,000",Petrol,1000,Manual
Suzuki,Wagon,Lahore,16.2,2019,"32,000",Petrol,1000,Manual
Suzuki,Every,Sialkot,15.2,2017,11,Petrol,660,Automatic
Suzuki,Cultus,Karachi,13.5,2016,"65,640",Petrol,1000,Manual
Suzuki,Mehran,Rawalpindi,3.3,1994,1,Petrol,800,Manual
Suzuki,Wagon,Sialkot,16.1,2018,"35,000",Petrol,1000,Manual
Suzuki,Mehran,Karachi,9.8,2018,"54,000",Petrol,800,Manual
Suzuki,Alto,Peshawar,19,2018,"20,000",Petrol,660,Automatic
Suzuki,Every,Lahore,13.5,2012,"97,000",Petrol,660,Automatic
Suzuki,Jimny,Islamabad,16.5,1998,"94,000",Petrol,1300,Automatic
Suzuki,Wagon,Gujranwala,12,2011,"159,878",Petrol,660,Automatic
Suzuki,Alto,Karachi,,2019,"70,000",Petrol,660,Automatic
Suzuki,Cultus,Islamabad,13.8,2015,"79,000",Petrol,1000,Manual
Suzuki,Every,Faisalabad,17.25,2017,"44,900",Petrol,660,Manual
Suzuki,Every,Islamabad,19.5,2017,"72,500",Petrol,660,Automatic
Suzuki,Cultus,Multan,11,2014,"34,000",Petrol,1000,Manual
Suzuki,Alto,Lahore,15.65,2019,"14,000",Petrol,660,Automatic
