make,model,city,price,year,km,type,cc,mode
Honda,City,Bahawalnagar,13.9,2008,"166,000",Petrol,1300,Manual
Honda,Civic,Rawalpindi,9.5,1998,"202,871",Petrol,1600,Automatic
Honda,Civic,Rawalpindi,37.9,2018,"38,000",Petrol,1800,Automatic
Honda,Civic,Karachi,37.85,2018,"21,000",Petrol,1800,Automatic
Honda,Civic,Gujranwala,27.25,2014,"82,000",Petrol,1800,Automatic
Honda,City,Gujranwala,12.5,2006,"200,000",Petrol,1300,Manual
Honda,Civic,Rawalpindi,9.5,1998,"202,871",Petrol,1500,Automatic
Honda,Vezel,Faisalabad,41,2014,"69,000",Petrol,1500,Automatic
Honda,City,Vehari,17,2006,"136,000",Petrol,1300,Manual
Honda,Civic,Islamabad,40.6,2019,"38,500",Petrol,1800,Automatic
Honda,N,Lahore,19.85,2018,"15,000",Petrol,660,Automatic
Honda,City,Lahore,29.5,2020,"19,000",Petrol,1500,Automatic
Honda,Civic,Islamabad,17.5,2010,"140,000",Petrol,1800,Automatic
Honda,Civic,Islamabad,51.8,2021,25,Petrol,1500,Automatic
Honda,City,Islamabad,21,2016,"90,000",Petrol,1300,Manual
Honda,City,Islamabad,30.4,2021,25,Petrol,1500,Automatic
Honda,City,Islamabad,13.1,2021,1,Petrol,1300,Automatic
Honda,Civic,Islamabad,33.5,2016,"83,000",Petrol,1800,Automatic
Honda,Life,Lahore,9.95,2007,"92,000",Petrol,660,Automatic
Honda,Accord,Karachi,17.75,2003,"106,000",Petrol,2000,Automatic
Honda,City,Lahore,18.75,2012,"55,000",Petrol,1300,Manual
Honda,City,Islamabad,22,2016,"82,500",Petrol,1500,Manual
Honda,Civic,Rawalpindi,13.9,2006,"135,000",Petrol,1600,Automatic
Honda,BR,Lahore,29.8,2018,"42,000",Petrol,1500,Automatic
Honda,City,Sialkot,23.25,2016,"120,000",Petrol,1300,Automatic
Honda,City,Lahore,21.25,2016,"48,000",Petrol,1300,Manual
Honda,City,Sargodha,13.2,2005,240,Petrol,1300,Manual
Honda,Civic,Lahore,39.5,2019,"22,000",Petrol,1800,Automatic
Honda,Civic,Kohat,11.9,2005,"122,222",Petrol,1600,Manual
Honda,Civic,Lahore,35.85,2018,"35,700",Petrol,1800,Automatic
Honda,Civic,Faisalabad,13.5,2004,"130,000",Petrol,1500,Manual
Honda,City,Islamabad,25.9,2015,"16,000",Petrol,1500,Automatic
Honda,BR,Mian Wali,29.4,2017,"78,349",Petrol,1500,Automatic
Honda,Civic,Faisalabad,12.15,2006,"170,000",Petrol,1600,Automatic
Honda,City,Khanewal,18.75,2013,"115,000",Petrol,1300,Manual
Honda,City,Lahore,26,2020,"45,000",Petrol,1300,Manual
Honda,City,Rawalpindi,8.15,2003,"150,000",Petrol,1300,Manual
Honda,Vezel,Rawalpindi,36.85,2015,"68,000",Petrol,1500,Automatic
Honda,Insight,Gujranwala,21,2009,"160,000",Hybrid,1300,Automatic
Honda,Civic,Lahore,23,2011,"100,000",Petrol,1800,Automatic
Honda,City,Lahore,11.5,2004,"180,000",Petrol,1300,Manual
Honda,Civic,Lahore,19.5,2014,"180,000",Petrol,1800,Manual
Honda,Civic,Talagang,14.5,2006,"189,652",Petrol,1600,Automatic
Honda,Civic,Islamabad,43,2021,"4,500",Petrol,1800,Automatic
Honda,Civic,Rawalpindi,43,2021,30,Petrol,1800,Automatic
Honda,N,Faisalabad,19.5,2018,"27,500",Petrol,660,Automatic
Honda,Civic,Rawalpindi,19.85,2011,"11,500",Petrol,1800,Automatic
Honda,BR,Rawalpindi,29.5,2017,"60,000",Petrol,1500,Automatic
Honda,Civic,Lahore,17,2010,"200,000",Petrol,1800,Automatic
Honda,Fit,Lahore,26,2014,"73,000",Hybrid,1500,Automatic
Honda,Civic,Lahore,10.9,2004,"120,117",Petrol,1600,Manual
Honda,City,Lahore,26.25,2021,100,Petrol,1300,Manual
Honda,Civic,Multan,42.6,2021,1,Petrol,1800,Automatic
Honda,Vezel,Islamabad,39,2015,"49,000",Petrol,1500,Automatic
Honda,Civic,Islamabad,33.5,2016,"85,000",Petrol,1800,Automatic
Honda,Civic,Lahore,27.5,2015,"121,000",Petrol,1800,Automatic
Honda,City,Lahore,27.5,2020,"6,600",Petrol,1300,Automatic
Honda,City,Islamabad,25.85,2017,"57,600",Petrol,1500,Manual
Honda,Fit,Lahore,25.5,2014,"99,345",Hybrid,1500,Automatic
Honda,Civic,Lahore,35.99,2018,"48,075",Petrol,1800,Automatic
Honda,Civic,Lahore,20,2011,"148,167",Petrol,1800,Automatic
Honda,Civic,Multan,46.5,2020,"26,000",Petrol,1500,Automatic
Honda,Civic,Islamabad,43,2021,4,Petrol,1800,Automatic
Honda,City,Lahore,25.5,2017,"40,000",Petrol,1300,Automatic
Honda,Civic,Islamabad,15.7,2007,"180,000",Petrol,1800,Automatic
Honda,Accord,Karachi,22.75,2003,"73,000",Petrol,2400,Automatic
Honda,Civic,Wazirabad,8.5,1999,"200,000",Petrol,1500,Manual
Honda,Civic,Islamabad,11.85,1999,"175,000",Petrol,1300,Manual
Honda,Civic,Islamabad,17,2006,"95,000",Petrol,1600,Automatic
Honda,City,Bhakkar,12.25,2005,"400,000",Petrol,1300,Automatic
Honda,City,Multan,26.5,2020,"12,010",Petrol,1500,Manual
Honda,Civic,Lahore,34.8,2017,"19,100",Petrol,1800,Automatic
Honda,City,Bahawalpur,27,2018,"47,000",Petrol,1500,Automatic
Honda,Civic,Islamabad,44,2021,11,Petrol,1800,Automatic
Honda,Civic,Islamabad,41.9,2019,"20,000",Petrol,1800,Automatic
Honda,City,Lahore,21.5,2015,"60,000",Petrol,1300,Manual
Honda,Civic,Islamabad,21.25,2010,"97,562",Petrol,1800,Automatic
Honda,Civic,Lahore,37,2018,"55,000",Petrol,1800,Automatic
Honda,Accord,Islamabad,21,2005,"143,000",Petrol,2400,Automatic
Honda,Civic,Rawalpindi,23.5,2012,"86,000",Petrol,1800,Automatic
Honda,City,Burewala,29.5,2020,"12,500",Petrol,1500,Automatic
Honda,Vezel,Peshawar,43,2016,"34,000",Hybrid,1500,Automatic
Honda,Civic,Karachi,36.5,2018,"40,000",Petrol,1800,Automatic
Honda,Civic,Lahore,40.25,2019,"18,700",Petrol,1800,Automatic
Honda,Accord,Lahore,11.5,1999,"14,000",Petrol,2000,Automatic
Honda,Civic,Karachi,8.25,2002,"50,000",Petrol,1600,Manual
Honda,Civic,Lahore,12.3,2006,"90,000",Petrol,1500,Manual
Honda,Civic,Lahore,28.2,2015,"103,191",Petrol,1800,Automatic
Honda,City,Karachi,23.2,2013,"115,863",Petrol,1500,Automatic
Honda,Civic,Lahore,10.75,2002,"227,466",Petrol,1500,Automatic
Honda,Civic,Islamabad,46.9,2020,"21,500",Petrol,1500,Automatic
Honda,Civic,Lahore,11,2003,"371,137",Petrol,1600,Manual
Honda,BR,Lahore,34,2020,"34,863",Petrol,1500,Automatic
Honda,Vezel,Lahore,37.5,2015,"107,741",Hybrid,1500,Automatic
Honda,City,Lahore,15.5,2010,"140,532",Petrol,1300,Manual
Honda,Vezel,Lahore,31.6,2014,"94,571",Hybrid,1500,Automatic
Honda,City,Lahore,27,2018,"56,431",Petrol,1500,Automatic
Honda,Civic,Lahore,26.5,2012,"94,266",Petrol,1800,Automatic
Honda,City,Rawalpindi,21.5,2015,"200,000",Petrol,1300,Manual
Honda,City,Faisalabad,7.5,2002,"265,000",Petrol,1300,Manual
Honda,N,Lahore,16.25,2013,"54,000",Petrol,660,Automatic
Honda,City,Pak pattan sharif,23,2014,"132,000",Petrol,1500,Manual
Honda,Civic,Multan,43,2021,1,Petrol,1800,Automatic
Honda,Civic,Lahore,12.4,2006,"244,453",Petrol,1500,Automatic
Honda,Civic,Islamabad,30.75,2016,"55,000",Petrol,1800,Automatic
Honda,City,Islamabad,25.25,2018,"60,000",Petrol,1300,Manual
Honda,Civic,Peshawar,8.8,1998,"145,000",Petrol,1500,Automatic
Honda,Civic,Mardan,18,2009,"112,233",Petrol,1800,Automatic
Honda,City,Lahore,21.25,2015,"134,000",Petrol,1300,Automatic
Honda,Civic,Lahore,33.1,2017,"67,000",Petrol,1800,Automatic
Honda,Civic,Karachi,11.2,2003,"150,000",Petrol,1600,Automatic
Honda,Vezel,Lahore,31.75,2013,"60,000",Hybrid,1500,Automatic
Honda,Acty,Islamabad,11,2014,"60,000",Petrol,660,Manual
Honda,City,Sargodha,6.05,1997,"100,000",Petrol,1300,Manual
Honda,Civic,Karachi,27.95,2015,"38,000",Petrol,1800,Automatic
Honda,City,Karachi,22.35,2016,"22,000",Petrol,1300,Manual
Honda,Civic,Karachi,24.25,2009,"39,000",Petrol,1800,Automatic
Honda,City,Islamabad,13.85,2006,"130,000",Petrol,1300,Manual
Honda,Vezel,Wazirabad,41,2017,"16,194",Hybrid,1500,Automatic
Honda,City,Lahore,28,2018,"38,576",Petrol,1500,Automatic
Honda,City,Karachi,23,2021,"30,000",Petrol,1300,Manual
Honda,Civic,Multan,18.75,2011,"120,000",Petrol,1800,Automatic
Honda,City,Islamabad,10.5,2004,"207,658",Petrol,1300,Automatic
Honda,CR,Rawalpindi,20,2010,"128,000",Hybrid,1500,Manual
Honda,Civic,Islamabad,38.8,2019,"25,000",Petrol,1800,Automatic
Honda,Civic,Lahore,24.5,2015,"134,205",Petrol,1800,Manual
Honda,Vezel,Lahore,53,2018,"9,863",Petrol,1500,Automatic
Honda,City,Lahore,12.6,2007,"356,386",Petrol,1300,Manual
Honda,Civic,Lahore,26,2013,"77,460",Petrol,1800,Automatic
Honda,Civic,Lahore,42.9,2020,"11,547",Petrol,1800,Automatic
Honda,Vezel,Lahore,47.5,2016,"72,340",Petrol,1500,Automatic
Honda,BR,Lahore,29,2018,"55,000",Petrol,1500,Automatic
Honda,Vezel,Lahore,43,2016,"78,803",Petrol,1500,Automatic
Honda,N,Lahore,20.5,2017,"27,338",Petrol,660,Automatic
Honda,City,Lahore,26,2019,"36,087",Petrol,1300,Automatic
Honda,Civic,Hyderabad,43.5,2020,"8,000",Petrol,1800,Automatic
Honda,City,Karachi,23,2016,"49,998",Petrol,1300,Automatic
Honda,City,Bahawalpur,18.25,2013,"90,000",Petrol,1300,Manual
Honda,Accord,Lahore,19.5,2003,"140,000",Petrol,2000,Automatic
Honda,City,Faisalabad,28.8,2019,"19,000",Petrol,1500,Automatic
Honda,Civic,Rawalpindi,17,2008,"170,000",Petrol,1800,Automatic
Honda,Fit,Rawalpindi,26.5,2014,"70,000",Hybrid,1500,Automatic
Honda,Civic,Lahore,27.85,2016,"84,000",Petrol,1800,Automatic
Honda,Civic,Lahore,42.5,2021,9,Petrol,1800,Automatic
Honda,Civic,Lahore,28.25,2015,"65,387",Petrol,1800,Automatic
Honda,Civic,Peshawar,8.5,1999,"123,445",Petrol,1500,Manual
Honda,Civic,Islamabad,11.9,2005,"235,000",Petrol,1500,Manual
Honda,Civic,Lahore,38.25,2018,"80,000",Petrol,1800,Automatic
Honda,Vezel,Lahore,34.5,2014,"75,000",Hybrid,1500,Automatic
Honda,Civic,Lahore,38.75,2019,"48,000",Petrol,1800,Automatic
Honda,BR,Islamabad,34.5,2020,"39,000",Petrol,1500,Automatic
Honda,City,Rawalpindi,10.8,2003,"300,000",Petrol,1300,Manual
Honda,Civic,Islamabad,34.5,2016,"88,500",Petrol,1500,Automatic
Honda,Civic,Karachi,23.5,2014,"80,000",Petrol,1800,Automatic
Honda,Civic,Karachi,36.5,2018,"35,000",Petrol,1800,Automatic
Honda,City,Lahore,27.75,2020,"35,000",Petrol,1500,Automatic
Honda,Civic,Islamabad,28.5,2013,"117,000",Petrol,1800,Automatic
Honda,Civic,Lahore,27.5,2014,"99,000",Petrol,1800,Automatic
Honda,Fit,Islamabad,27.5,2015,"114,000",Hybrid,1500,Automatic
Honda,Civic,Lahore,36.7,2018,"44,000",Petrol,1800,Automatic
Honda,Vezel,Lahore,44.6,2016,"63,942",Hybrid,1500,Automatic
Honda,Civic,Faisalabad,28.9,2016,"90,500",Petrol,1800,Automatic
Honda,City,Lahore,19.5,2013,"79,192",Petrol,1300,Manual
Honda,CR,Lahore,21.45,2011,"69,000",Hybrid,1500,Automatic
Honda,City,Lahore,28.5,2019,"41,686",Petrol,1500,Automatic
Honda,Civic,Islamabad,,2021,10,Petrol,1800,Automatic
Honda,Civic,Islamabad,23.85,2012,"115,000",Petrol,1800,Automatic
Honda,Civic,Islamabad,36.5,2017,"46,000",Petrol,1800,Automatic
Honda,Vezel,Lahore,43,2015,"96,495",Hybrid,1500,Automatic
Honda,Vezel,Lahore,35.5,2014,"34,376",Petrol,1500,Automatic
Honda,Freed,Lahore,38.5,2016,"31,345",Hybrid,1500,Automatic
Honda,Vezel,Lahore,42.5,2016,"68,484",Hybrid,1500,Automatic
Honda,Accord,Rawalpindi,15.5,2003,"142,000",Petrol,2000,Automatic
Honda,City,Karachi,29.45,2020,"18,500",Petrol,1500,Automatic
Honda,Civic,Faisalabad,10.5,2004,"300,000",Petrol,1500,Manual
Honda,Zest,Rawalpindi,9.7,2007,"127,000",Petrol,660,Automatic
Honda,Civic,Multan,35.25,2017,"48,200",Petrol,1800,Automatic
Honda,Vezel,Lahore,43.5,2016,"64,000",Petrol,1500,Automatic
Honda,Civic,Lahore,35.95,2017,"36,000",Petrol,1500,Automatic
Honda,Civic,Peshawar,35.8,2018,"51,000",Petrol,1800,Automatic
Honda,Civic,Lahore,35.4,2017,"43,000",Petrol,1800,Automatic
Honda,Civic,Lahore,33,2016,"85,000",Petrol,1800,Automatic
Honda,N,Lahore,15.3,2015,"62,000",Petrol,660,Automatic
Honda,Civic,Peshawar,11.9,2004,"123,000",Petrol,1500,Automatic
Honda,Grace,Faisalabad,46,2019,"6,280",Hybrid,1500,Automatic
Honda,City,Lahore,11.45,2004,"150,000",Petrol,1300,Automatic
Honda,Civic,Lahore,12.99,2003,"132,000",Petrol,1500,Automatic
Honda,City,Lahore,23.9,2017,"100,000",Petrol,1300,Automatic
Honda,City,Sargodha,9.5,2000,18,Petrol,1300,Manual
Honda,City,Islamabad,27.25,2020,"4,500",Petrol,1300,Manual
Honda,Civic,Islamabad,20.3,2008,"113,000",Petrol,1800,Manual
Honda,City,Gujranwala,27,2017,"46,000",Petrol,1500,Automatic
Honda,Civic,Lahore,34.35,2016,"41,000",Petrol,1500,Automatic
Honda,City,Faisalabad,21.5,2016,"98,000",Petrol,1300,Manual
Honda,Civic,Peshawar,35.8,2018,"51,000",Petrol,1800,Automatic
Honda,City,Lodhran,25.6,2021,"9,000",Petrol,1300,Manual
Honda,CR,Lahore,21,2011,"78,000",Petrol,1500,Automatic
Honda,Vezel,Lahore,41.5,2015,"52,020",Petrol,1500,Automatic
Honda,Civic,Lahore,39.5,2019,"22,066",Petrol,1800,Automatic
Honda,City,Bahawalpur,27.4,2021,"4,000",Petrol,1300,Automatic
Honda,Civic,Karachi,17.9,2012,"92,000",Petrol,1800,Automatic
Honda,Vezel,Lahore,47,2016,"45,600",Petrol,1500,Automatic
Honda,Fit,Lahore,25.75,2015,"48,000",Hybrid,1500,Automatic
Honda,Vezel,Lahore,42.49,2015,"68,000",Hybrid,1500,Automatic
Honda,N,Lahore,12.75,2012,"62,000",Petrol,660,Automatic
Honda,Civic,Lahore,16.95,2011,"185,000",Petrol,1800,Manual
Honda,Civic,Karachi,14.5,2008,"153,000",Petrol,1800,Automatic
Honda,City,Rawalpindi,21.7,2016,"73,350",Petrol,1300,Manual
Honda,Vezel,Lahore,43.5,2016,"80,911",Hybrid,1500,Automatic
Honda,Vezel,Karachi,36.6,2014,"76,500",Hybrid,1500,Automatic
Honda,City,Islamabad,22.5,2016,"84,400",Petrol,1300,Manual
Honda,City,Rawalpindi,20,2013,"90,000",Petrol,1300,Manual
Honda,City,Multan,29.63,2021,1,Petrol,1500,Automatic
Honda,Civic,Lahore,26,2013,"100,000",Petrol,1800,Automatic
Honda,Civic,Islamabad,24.25,2013,"90,000",Petrol,1800,Manual
Honda,Civic,Karachi,16,2006,"116,000",Petrol,1600,Automatic
Honda,BR,Lahore,31.75,2019,"11,000",Petrol,1500,Manual
Honda,City,Lahore,19.75,2014,"82,500",Petrol,1300,Manual
Honda,City,Islamabad,20.7,2014,"33,600",Petrol,1300,Manual
Honda,City,Karachi,13.75,2006,"110,000",Petrol,1300,Automatic
Honda,City,Lahore,11.25,2005,"102,300",Petrol,1300,Manual
Honda,Civic,Lahore,37,2018,"65,000",Petrol,1800,Automatic
Honda,City,Gujranwala,23.9,2018,"60,000",Petrol,1500,Manual
Honda,Civic,Karachi,44.5,2021,400,Petrol,1800,Automatic
Honda,Civic,Lahore,21.5,2008,"125,000",Petrol,1800,Automatic
Honda,Civic,Islamabad,5.5,1995,"100,000",Petrol,1500,Manual
Honda,N,Lahore,22,2018,"40,000",Petrol,660,Automatic
Honda,BR,Peshawar,36,2021,"1,600",Petrol,1500,Automatic
Honda,Civic,Lahore,19,2010,"240,000",Petrol,1800,Automatic
Honda,City,Lahore,13.4,2005,"200,000",Petrol,1300,Manual
Honda,Civic,Sialkot,34.5,2017,"53,000",Petrol,1800,Automatic
Honda,City,Islamabad,29.5,2019,"23,920",Petrol,1500,Automatic
Honda,Accord,Rawalpindi,20,2005,"110,000",Petrol,2400,Automatic
Honda,Civic,Karachi,9.9,2001,"183,000",Petrol,1600,Automatic
Honda,Civic,Islamabad,43.5,2021,43,Petrol,1800,Automatic
Honda,BR,Islamabad,,2021,5,Petrol,1500,Automatic
Honda,Civic,Lahore,27.25,2015,"64,000",Petrol,1800,Automatic
Honda,Vezel,Lahore,41.5,2016,"75,500",Petrol,1500,Automatic
Honda,N,Lahore,19.5,2017,"17,800",Petrol,660,Automatic
Honda,BR,Islamabad,,2021,7,Petrol,1500,Automatic
Honda,Civic,Islamabad,,2021,5,Petrol,1800,Automatic
Honda,City,Islamabad,29,2021,"2,176",Petrol,1500,Automatic
Honda,Vezel,Lahore,43.5,2016,"50,000",Hybrid,1500,Automatic
Honda,City,Lahore,25.25,2017,"64,000",Petrol,1500,Automatic
Honda,Civic,Islamabad,43.5,2021,25,Petrol,1800,Automatic
Honda,Fit,Islamabad,17.5,2011,"110,000",Hybrid,1300,Automatic
Honda,City,Karachi,25.5,2019,"48,000",Petrol,1300,Automatic
Honda,Civic,Karachi,34,2016,"52,000",Petrol,1800,Automatic
Honda,Civic,Islamabad,43.5,2021,200,Petrol,1800,Automatic
Honda,Civic,Sadiqabad,13.9,2007,"180,000",Petrol,1800,Manual
Honda,Civic,Sanghar,35.5,2017,"51,500",Petrol,1800,Automatic
Honda,City,Gujranwala,22,2015,"93,000",Petrol,1300,Automatic
Honda,City,Islamabad,12,2021,2,Petrol,1200,Automatic
Honda,City,Islamabad,25.3,2019,"20,000",Petrol,1300,Manual
Honda,City,Rawalpindi,25.9,2017,"113,500",Petrol,1500,Automatic
Honda,City,Gojra,30.5,2020,"18,000",Petrol,1500,Automatic
Honda,Civic,Faisalabad,13.4,2004,"130,000",Petrol,1500,Manual
Honda,City,Hyderabad,20.2,2015,"70,000",Petrol,1300,Manual
Honda,City,Faisalabad,18,2013,"101,000",Petrol,1300,Manual
Honda,City,Rawalpindi,25.75,2019,"45,000",Petrol,1300,Automatic
Honda,Civic,Lahore,34.8,2017,"49,000",Petrol,1800,Automatic
Honda,Civic,Bahawalpur,12.3,2008,"290,000",Petrol,1800,Manual
Honda,Life,Sialkot,14.4,2013,"58,700",Petrol,660,Automatic
Honda,City,Taxila,14.7,2007,"188,989",Petrol,1300,Automatic
Honda,Accord,Islamabad,19.8,2003,"104,000",Petrol,2400,Automatic
Honda,N,Rawalpindi,16.75,2014,"100,000",Petrol,660,Automatic
Honda,City,Renala khurd,23.5,2017,"98,000",Petrol,1300,Manual
Honda,City,Lahore,18.9,2013,"109,000",Petrol,1300,Manual
Honda,Insight,Peshawar,65,2019,"7,500",Hybrid,1500,Automatic
Honda,Insight,Peshawar,68,2019,"22,000",Petrol,1500,Automatic
Honda,BR,Islamabad,29.5,2017,"65,000",Petrol,1500,Automatic
Honda,City,Multan,19,2013,"165,000",Petrol,1300,Manual
Honda,Civic,Islamabad,30,2015,"39,000",Petrol,1800,Automatic
Honda,City,Lahore,26.2,2019,"33,500",Petrol,1300,Manual
Honda,City,Lahore,28,2019,"25,000",Petrol,1500,Automatic
Honda,Vezel,Mardan,38.75,2014,"140,000",Petrol,1500,Automatic
Honda,Civic,Islamabad,35.95,2017,"55,350",Petrol,1500,Automatic
Honda,Civic,Islamabad,35.5,2016,"48,125",Petrol,1500,Automatic
Honda,City,Islamabad,27.7,2020,"29,500",Petrol,1300,Automatic
Honda,CR,Gujranwala,21,2011,"120,000",Petrol,1500,Automatic
Honda,Civic,Lahore,30.5,2014,"22,000",Petrol,1800,Automatic
Honda,Vezel,Lahore,80.5,2021,100,Hybrid,1500,Automatic
Honda,City,Islamabad,22.8,2018,"45,500",Petrol,1300,Manual
Honda,Vezel,Islamabad,48.5,2019,"18,000",Hybrid,1500,Automatic
Honda,BR,Abbottabad,31.5,2018,"53,372",Petrol,1500,Automatic
Honda,Vezel,Islamabad,55,2020,"12,000",Hybrid,1500,Automatic
Honda,City,Karachi,17.95,2013,"59,805",Petrol,1300,Manual
Honda,BR,Islamabad,31.7,2019,"40,000",Petrol,1500,Automatic
Honda,Civic,Islamabad,37.2,2018,"39,500",Petrol,1800,Automatic
Honda,Civic,Sialkot,35.9,2017,"49,000",Petrol,1800,Automatic
Honda,City,Lahore,24,2017,"149,600",Petrol,1300,Automatic
Honda,City,Islamabad,15,2008,"60,000",Petrol,1300,Automatic
Honda,BR,Sialkot,30.4,2017,"26,000",Petrol,1500,Automatic
Honda,Civic,Lahore,18.6,2010,"105,000",Petrol,1800,Manual
Honda,Civic,Islamabad,38.3,2018,"34,200",Petrol,1800,Automatic
Honda,Civic,Islamabad,18.9,2005,"76,000",Petrol,1600,Automatic
Honda,Thats,Pasrur,9.95,2007,"173,000",Petrol,660,Automatic
Honda,Thats,Sialkot,11,2007,"140,000",Petrol,660,Automatic
Honda,N,Lahore,17.5,2014,"90,000",Petrol,660,Automatic
Honda,City,Islamabad,28.35,2019,"14,500",Petrol,1500,Automatic
Honda,Civic,Rawalpindi,13,2001,"175,000",Petrol,1600,Automatic
Honda,BR,Karachi,30.9,2018,"15,000",Petrol,1500,Automatic
Honda,City,Islamabad,17.75,2011,"110,000",Petrol,1300,Manual
Honda,Civic,Lahore,40.5,2019,"24,500",Petrol,1800,Automatic
Honda,Civic,Gujranwala,12.5,2006,"175,000",Petrol,1500,Manual
Honda,Civic,Rawalpindi,22.7,2013,"125,000",Petrol,1800,Manual
Honda,Civic,Gujranwala,14.3,2008,"122,300",Petrol,1800,Automatic
Honda,Civic,Islamabad,25.9,2015,"92,000",Petrol,1800,Automatic
Honda,Freed,Gujranwala,39,2016,"40,000",Petrol,1500,Automatic
Honda,Vezel,Gujranwala,43,2015,"50,000",Hybrid,1500,Automatic
Honda,Vezel,Gujranwala,44,2016,"40,000",Petrol,1500,Automatic
Honda,Civic,Nowshera,34,2016,"140,000",Petrol,1500,Automatic
Honda,City,Lahore,27.75,2021,50,Petrol,1300,Automatic
Honda,Insight,Okara,65,2018,"25,000",Hybrid,1500,Automatic
Honda,City,Islamabad,32.4,2021,1,Petrol,1500,Automatic
Honda,Civic,Gujranwala,20.9,2011,"147,000",Petrol,1800,Automatic
Honda,Civic,Lahore,43.25,2021,10,Petrol,1800,Automatic
Honda,City,Lahore,30.25,2021,31,Petrol,1500,Automatic
Honda,Civic,Lahore,35.5,2017,"70,000",Petrol,1500,Automatic
Honda,Fit,Lahore,32.9,2017,"20,424",Hybrid,1500,Automatic
Honda,City,Faisalabad,21,2016,"86,000",Petrol,1300,Manual
Honda,Civic,Gujranwala,18.3,2009,"170,000",Petrol,1800,Automatic
Honda,Civic,Islamabad,26,2013,"140,000",Petrol,1800,Automatic
Honda,Vezel,Lahore,36.5,2015,"51,000",Hybrid,1500,Automatic
Honda,Civic,Gujranwala,19.95,2009,"72,000",Petrol,1800,Automatic
Honda,City,Lahore,23.75,2016,"19,000",Petrol,1300,Automatic
Honda,City,Karachi,28.42,2021,1,Petrol,1200,Automatic
Honda,City,Bahawalpur,10.65,2005,"200,000",Petrol,1300,Manual
Honda,Civic,Lahore,42.75,2021,2,Petrol,1800,Automatic
Honda,Civic,Lahore,42.55,2021,10,Petrol,1800,Automatic
Honda,Civic,Faisalabad,19.2,2010,"193,000",Petrol,1800,Automatic
Honda,Civic,Peshawar,32.25,2015,"70,000",Petrol,1800,Automatic
Honda,City,Lahore,13,2021,1,Petrol,1300,Manual
Honda,BR,Islamabad,29.5,2017,"73,000",Petrol,1500,Automatic
Honda,Vezel,Lahore,38.5,2015,"54,000",Petrol,1500,Automatic
Honda,Civic,Karachi,6.9,1998,"23,720",Petrol,1600,Automatic
Honda,Civic,Islamabad,10.45,2005,"199,999",Petrol,1500,Manual
Honda,Civic,Jhang,32.5,2016,"100,000",Petrol,1800,Automatic
Honda,City,Karachi,20.75,2015,"118,000",Petrol,1500,Manual
Honda,Civic,Multan,42.3,2020,"9,000",Petrol,1800,Automatic
Honda,Civic,Islamabad,35.25,2017,"82,000",Petrol,1800,Automatic
Honda,City,Lahore,11.95,2006,"187,648",Petrol,1300,Automatic
Honda,City,Quetta,14.55,2008,"110,000",Petrol,1300,Manual
Honda,City,Lahore,25.2,2018,"37,000",Petrol,1300,Automatic
Honda,City,Lahore,16.75,2009,"91,000",Petrol,1300,Automatic
Honda,Insight,Lahore,73.5,2019,"8,000",Hybrid,1500,Automatic
Honda,Civic,Karachi,,2020,"8,000",Petrol,1800,Automatic
Honda,Civic,Lahore,35,2016,"18,700",Petrol,1800,Automatic
Honda,Civic,Islamabad,37.9,2018,"52,600",Petrol,1800,Automatic
Honda,Civic,Rawalpindi,40.5,2019,"40,000",Petrol,1800,Automatic
Honda,Accord,Lahore,22.5,2007,"118,000",Petrol,2400,Automatic
Honda,City,Islamabad,26.25,2018,"44,000",Petrol,1500,Automatic
Honda,Civic,Lahore,36,2018,"92,000",Petrol,1800,Automatic
Honda,Civic,Lahore,22,2012,"140,000",Petrol,1800,Automatic
Honda,Civic,Karachi,37.5,2018,"48,000",Petrol,1800,Automatic
Honda,City,Lahore,29.5,2020,"25,000",Petrol,1500,Automatic
Honda,Fit,Karachi,33.15,2018,"96,000",Hybrid,1500,Automatic
Honda,Zest,Lahore,11.45,2008,"84,600",Petrol,660,Automatic
Honda,Accord,Abbottabad,4.3,1983,1,CNG,1500,Automatic
Honda,City,Rawalpindi,21.4,2016,"110,000",Petrol,1300,Manual
Honda,City,Gujranwala,26.25,2018,"25,000",Petrol,1300,Automatic
Honda,Civic,Karachi,6.5,1996,"62,000",Petrol,1600,Manual
Honda,City,Rawalpindi,14.8,2008,"172,000",Petrol,1300,Manual
Honda,Vezel,Lahore,47,2020,"24,700",Petrol,1500,Automatic
Honda,Vezel,Karachi,33.5,2014,"72,000",Hybrid,1500,Automatic
Honda,City,Islamabad,22.75,2016,"73,500",Petrol,1300,Manual
Honda,Civic,Faisalabad,11.8,2005,"200,000",Petrol,1500,Automatic
Honda,Freed,Karachi,23.25,2012,"56,000",Hybrid,1500,Automatic
Honda,Civic,Rawalpindi,12,2005,"146,450",Petrol,1500,Manual
Honda,Freed,Karachi,32,2015,"72,400",Hybrid,1500,Automatic
Honda,Freed,Karachi,36.5,2016,"97,000",Hybrid,1500,Automatic
Honda,Freed,Karachi,35.5,2016,"37,000",Petrol,1500,Automatic
Honda,City,Faisalabad,19.9,2015,"78,000",Petrol,1300,Manual
Honda,City,Lahore,20.9,2015,"73,000",Petrol,1300,Manual
Honda,City,Rawalpindi,32.75,2021,"1,500",Petrol,1500,Automatic
